job_title,location,company,salary,rating,summary
Credit Analyst,"San Francisco, CA",Samsara,,4.7,"Utilize basic credit analysis skills to interpret all information prior to extending, increasing, or denying credit availability (unusual situations are…"
Data Scientist,"San Francisco, CA",Ryzen Solutions,$58 - $75 an hour,,2 years of relevant experience in data science or advanced analytics (through graduate education or work experience). Work closely with domain experts.
Operations Analyst,"San Francisco, CA",ZypMedia,,,"Foundational knowledge of SQL and relates data query tools. Own, maintain and improve several business processes to improve team efficiency."
Data Engineer,"Redwood City, CA",Empower Retirement,"$95,700 - $157,800 a year",3.1,Experience configuring and implementing ETL pipelines using data orchestration tools such as Argo or Airflow. Proficiency with the design and execution of NoSQL…
Software Engineer - Data Infrastructure,"San Francisco, CA 94105 (South Beach area)",Sift,,4.3,Strong communication and collaboration skills particularly across teams or with functions like data scientists or business analyst.
Data Engineer,"San Francisco, CA 94105 (South Beach area)",Slalom Consulting,,3.7,"Collaborate with engineers and business customers to understand data needs, capture requirements and deliver complete BI solutions."
Data Engineer,"San Francisco Bay Area, CA",Beshton Software,,,Apply knowledge of statistics and mathematics to software data analysis and provide analytical support on big data projects;
"Data Scientist, Generalist","San Francisco, CA",Sunbasket,,3.8,"You have experience building analytics dashboards using business intelligence platforms such as Looker, Tableau etc and are familiar with event-based analytics…"
Senior Business Intelligence Analyst,"San Francisco, CA 94105 (South Beach area)",Fastly,,2.8,You'll work closely with the BI data modeling team to define data-marts and provide data to stakeholders in a digestible form.
Database Administrator - FEDRAMP,"San Francisco Bay Area, CA",Zoom,,3.6,"Installation, maintenance and monitoring of production database infrastructure. Understanding of Linux or other Unix-like Operation systems."
Data Engineer,"San Francisco, CA",Citi,,3.9,"Build robust data quality checks in PostgreSQL database. Defines strategies to drive data quality measurement, produce data quality dashboards and reports, and…"
"Data Scientist, Growth Strategist","Oakland, CA",Kaiser Permanente,,4.1,"When analyses are ready to be productized, own the delivery by working on production code with data scientists to turn insights into data products."
Software Engineer - Business Intelligence Team,"San Francisco, CA 94103 (South of Market area)",Uber,,3.7,Design and build business intelligence tools in a highly collaborative role requiring interaction with multiple data platform products.
Data Scientist,"San Francisco, CA 94107 (Central Waterfront - Dogpatch area)",Medium,,4.0,"Experience manipulating large data sets through SQL or Python. Experience with data pipelining, from data preparation to analysis to deployment."
Data Engineer : 21-00481,"San Francisco, CA",Akraya Inc.,,3.7,"Bachelor's degree (or equivalent) in Computer Science or related field. Strong programming skills in Python, Java or Scala and SQL."
Data Engineer,"San Francisco, CA 94105 (South Beach area)",Accenture,,4.0,"Answer client’s business questions by dissecting their data, using measurement techniques, drafting KPIs, and building reports and dashboards."
122 HEALTHCARE ANALYTICS - Senior Business Intelligence Analyst,"Alameda, CA 94502 (Bay Farm Island area)",Alameda Alliance,"$102,770 - $154,150 a year",2.5,"Five years of experience in business intelligence, data systems, reporting and analysis. Constant data entry using keyboard and/or mouse."
"Staff Data Scientist, CX","San Francisco, CA",Brex,,,"Our data scientists are responsible for the entire model development lifecycle from conception with stakeholders, developing in a notebook, putting it into…"
Data Scientist - Planning & Algorithm Controller,"San Francisco, CA",Stitch Fix,,3.2,Holistically understand ambiguous business problems and can frame appropriate work streams. Become an expert in retail supply chain and/or inventory modeling.
Data Science - Partnerships & Innovation,,Blue Owl,"$175,000 - $275,000 a year",,Your role will be creating and managing POCs that make use of alternative data sources and technologies for the purposes of improving existing data science…
Senior Business Operations Analyst,"San Francisco, CA",ChilliConnect,,,"Drive quantitative analysis to support business decisions. This role will work with senior leaders to identify and fix business problems/opportunities, define…"
"Backend Engineer, Data Privacy","San Francisco, CA",ChilliConnect,,,Ensure service scalability through effective code and data storage design. Bachelor’s degree in Computer Science or a related field.
"Research Scientist, Algorithmic Responsibility","San Francisco, CA",Spotify,,4.3,"You will work with a variety of teams, including other researchers, data scientists, Machine Learning engineers, product teams as well as policy and legal…"
Logistics Operations Data Analyst,"San Francisco, CA 94103 (South of Market area)",Wish,,4.0,"Master’s degree, or foreign equivalent, in Supply Chain, Logistics, or closely related quantitative discipline; OR Bachelor’s degree, or foreign equivalent, in…"
Analyst Intern,"San Francisco, CA",Protagonist,,4.0,"Implement research plans for assigned projects, based on discussions with members of the Client Solutions team. Authorized to work in the US."
RESEARCH ANALYST,"Lafayette, CA 94549",Gifford Fong Associates (GFA),,,Knowledge of SQL Server database management and investment industry data platforms updates. Use SQL Server to manage data in a relational database that consists…
Data Scientist - Instagram Stories,"San Francisco, CA 94131 (Noe Valley area)",Facebook,,4.2,"Define problems and opportunities in a complex or ambiguous area. MS, PhD or advanced degree in Computer Science, Engineering, Math, Statistics, Physics,…"
Data Engineer,"San Francisco, CA",Cricket Health,,,Build automated quality control (QC) tests and perform pull request reviews for data analysts and engineers. Design and build the backbone for Cricket Health’s…
Associate Analyst/Analyst Sales Strategy & Operations,"San Francisco, CA 94105 (South Beach area)",Salesforce,,4.3,Salesforce.com and Salesforce.org will not pay any third-party agency or company that does not have a signed agreement with Salesfore.com or Salesforce.org.
Database Analyst(s),"Tiburon, CA",Tiburon Strategic Advisors,$20 an hour,2.0,"Assist in managing the firm's contacts database in Salesforce (including data entry). Assist with other database projects as necessary, including preparation…"
"Software Engineer, Data","San Francisco, CA",Brex,,,Work closely with analysts and data scientists to deeply understand business problems and be a guiding voice in architecting the solutions.
Staff Business Data Analyst,"San Francisco, CA 94102 (Downtown area)",Intuit,,4.2,"Pursue data quality, troubleshoot data validation, and see issues to resolution. Provides guidance and thought partnership to Business leaders and stakeholders…"
"Data Analyst, Data and Relevancy, Finance","San Francisco, CA 94103 (South of Market area)",Wish,,4.0,"3+ years of work experience in doing finance/business data analysis. Work effectively with cross-functional teams globally, assimilating requirements, driving…"
